tariff_plan_code_from,tariff_plan_code_to,arpu_segment,mean_lift_ratio,median_lift_ratio,support
tariff_11,tariff_8,HIGH,-0.16091178588169544,-0.14135160010040415,213
tariff_11,tariff_9,LOW,2.0895756457564576,3.0,4
tariff_11,tariff_9,MID,0.7078545466743575,0.24466715230716024,3
tariff_12,tariff_1,MID,-0.6071872311956418,-0.6071872311956418,2
tariff_12,tariff_1,HIGH,-0.6880092852211679,-0.7878158571698459,5
tariff_12,tariff_10,LOW,-0.7691216604424016,-1.0,8
tariff_12,tariff_10,MID,0.2617972876504672,0.2449094953587261,22
tariff_12,tariff_10,HIGH,-0.008897305954286451,0.04200196769346758,85
tariff_12,tariff_11,LOW,1.1257629277201076,1.3772887831603229,6
tariff_12,tariff_11,MID,-0.24723962662178325,-0.5165440904103196,22
tariff_12,tariff_11,HIGH,0.051374488617554934,0.024922924167821197,82
tariff_12,tariff_13,LOW,0.4379096843663772,-0.6862709469008682,3
tariff_12,tariff_13,MID,-0.07471115698300435,-0.26949564765752576,9
tariff_12,tariff_13,HIGH,-0.36254199018546546,-0.5296255773630884,9
tariff_12,tariff_4,LOW,-0.7503864038581785,-1.0,10
tariff_12,tariff_4,MID,0.1144399049490489,-0.31239252060883155,10
tariff_12,tariff_4,HIGH,-0.2628284985630031,-0.201160727989178,15
tariff_12,tariff_8,LOW,1.65490624099632,2.7519577448819907,6
tariff_12,tariff_8,MID,0.5124144699153099,0.3353335971727431,78
tariff_12,tariff_8,HIGH,-0.09479833640100437,-0.11556763924305091,168
tariff_12,tariff_9,LOW,-1.0,-1.0,1
tariff_12,tariff_9,MID,1.3624518944998114,1.3624518944998114,1
tariff_12,tariff_9,HIGH,-0.17920096686657694,-0.17920096686657694,1
tariff_13,tariff_1,LOW,1.1088035272034107,1.199344992325818,3
tariff_13,tariff_1,MID,-0.5026469914005135,-0.8218993179835106,41
tariff_13,tariff_1,HIGH,-0.27846711534699825,-0.2525050369601126,7
tariff_13,tariff_10,LOW,3.0,3.0,2
tariff_13,tariff_10,MID,0.5306829779510537,0.6403714222996268,28
tariff_13,tariff_10,HIGH,0.09381208708571899,-0.024250589424048518,9
tariff_13,tariff_11,LOW,1.5004813284665677,1.5004813284665677,1
tariff_13,tariff_11,MID,0.33150539961217657,0.487645451785895,9
tariff_13,tariff_11,HIGH,-0.328548295614903,-0.48164667281623824,6
tariff_13,tariff_12,MID,-0.47648097036384174,-0.8638843822047647,3
tariff_13,tariff_12,HIGH,-0.1343546744483105,0.01476045098028472,9
tariff_13,tariff_21,LOW,-0.48986143236991714,-0.48986143236991714,2
tariff_13,tariff_21,MID,0.9109967808030623,0.9109967808030623,2
tariff_13,tariff_4,LOW,0.05152107123240168,-0.2557807513577067,7
tariff_13,tariff_4,MID,0.2074998610972142,0.2232146713544052,73
tariff_13,tariff_4,HIGH,-0.13099119811939272,-0.20711147295030966,22
tariff_13,tariff_8,LOW,1.2341153498080717,1.180905645523221,20
tariff_13,tariff_8,MID,0.4591171122891425,0.4054727663629685,234
tariff_13,tariff_8,HIGH,0.06364769926790322,-0.073308733087331,33
tariff_13,tariff_9,LOW,1.5364078194189437,3.0,8
tariff_13,tariff_9,MID,0.4255827154080515,0.3642275535645553,28
tariff_14,tariff_1,LOW,3.0,3.0,2
tariff_14,tariff_1,MID,-0.5189085581232451,-0.5498245054908282,8
tariff_14,tariff_1,HIGH,-0.5894525021473119,-0.621261055108713,4
tariff_14,tariff_10,LOW,0.06973210776161823,-0.8605357844767636,4
tariff_14,tariff_10,MID,0.026072596988890907,-0.2246106580157455,17
tariff_14,tariff_10,HIGH,-0.31563956750404537,-0.23425434869661196,11
tariff_14,tariff_11,LOW,-1.0,-1.0,1
tariff_14,tariff_11,MID,-0.4665757981003326,-1.0,3
tariff_14,tariff_11,HIGH,-0.11611402388397728,-0.23109063515489334,4
tariff_14,tariff_12,LOW,0.029149610400834552,-0.941700779198331,4
tariff_14,tariff_12,MID,-0.9876771244507486,-1.0,6
tariff_14,tariff_12,HIGH,-0.491185159838258,-0.491185159838258,2
tariff_14,tariff_13,LOW,0.8048228001894525,0.4144684005683573,3
tariff_14,tariff_13,MID,0.1408564748381596,-0.3530009752264903,9
tariff_14,tariff_13,HIGH,-0.5219058092350353,-0.41961112963114044,4
tariff_14,tariff_21,LOW,1.1434965628153317,1.8767957927142127,3
tariff_14,tariff_21,MID,-1.0,-1.0,1
tariff_14,tariff_4,LOW,1.273755067473787,1.8212652024213607,6
tariff_14,tariff_4,MID,-0.034089181487017096,-0.015776020448917676,25
tariff_14,tariff_4,HIGH,-0.3053638847426319,-0.40057293690069457,9
tariff_14,tariff_8,LOW,1.675925925925926,3.0,9
tariff_14,tariff_8,MID,-0.08540354020043892,-0.16950121184759936,42
tariff_14,tariff_8,HIGH,-0.07902045791688786,-0.10172068422754656,35
tariff_14,tariff_9,LOW,1.2237535993304565,1.58585313174946,21
tariff_14,tariff_9,MID,0.8974573702496068,0.7287748298374775,7
tariff_15,tariff_1,LOW,0.6613803708146344,0.13334618950453653,4
tariff_15,tariff_1,MID,-0.43441144778009255,-0.5658380877332896,54
tariff_15,tariff_1,HIGH,0.03765559370539958,0.30632753296020016,3
tariff_15,tariff_10,LOW,2.012695338766508,3.0,4
tariff_15,tariff_10,MID,0.4887781830287732,0.43958129881519203,180
tariff_15,tariff_10,HIGH,0.15111763713570703,0.22040293367252053,9
tariff_15,tariff_11,LOW,-1.0,-1.0,1
tariff_15,tariff_11,MID,0.48230285056635,0.35054324373567575,23
tariff_15,tariff_11,HIGH,-0.09135522441036335,-0.04579899740385299,5
tariff_15,tariff_12,MID,2.3557600006482087,2.7830460277982,4
tariff_15,tariff_12,HIGH,0.532592444204296,0.5426294179212624,3
tariff_15,tariff_13,LOW,1.5678470782197238,1.951764127884485,14
tariff_15,tariff_13,MID,0.026208874213294656,-0.07413366115823583,348
tariff_15,tariff_13,HIGH,-0.23419960903556103,-0.2568702193297553,11
tariff_15,tariff_21,LOW,0.9505668558681228,0.912722118460586,8
tariff_15,tariff_21,MID,0.25621817740313557,0.29944131300187793,8
tariff_15,tariff_4,LOW,0.9621020505296858,0.4750743794145034,7
tariff_15,tariff_4,MID,0.42906455714231295,0.376570567003244,133
tariff_15,tariff_4,HIGH,-0.07477848308421792,-0.11232711127533822,16
tariff_15,tariff_8,LOW,1.4837494791951922,2.3541537507749535,21
tariff_15,tariff_8,MID,0.48569012841745285,0.46101469470483925,429
tariff_15,tariff_8,HIGH,-0.09451185944022947,-0.05945361908797392,30
tariff_15,tariff_9,LOW,1.4824401069688893,2.2776754401501997,19
tariff_15,tariff_9,MID,0.3591314183675034,0.2923933052760306,133
tariff_16,tariff_1,LOW,0.2931742019558167,-0.20177826396662257,27
tariff_16,tariff_1,MID,-0.38329861897865986,-0.5098457948751132,48
tariff_16,tariff_1,HIGH,-0.2660151259317279,-0.2660151259317279,1
tariff_16,tariff_10,LOW,1.0,1.0,2
tariff_16,tariff_10,MID,1.4021321184665076,1.2507537605878345,4
tariff_16,tariff_11,LOW,2.1796047622343737,3.0,4
tariff_16,tariff_11,MID,0.8661998691136938,0.6270490049218916,9
tariff_16,tariff_11,HIGH,0.0291801610118978,-0.033078722157203165,3
tariff_16,tariff_12,MID,-0.5047697597233539,-0.5047697597233539,1
tariff_16,tariff_13,LOW,2.3373477257382316,2.63419460831902,9
tariff_16,tariff_13,MID,0.20368371846350652,0.03763289114686236,43
tariff_16,tariff_13,HIGH,-0.1324116196096088,-0.420576132447018,4
tariff_16,tariff_21,LOW,1.037370747822608,0.8494743777033025,29
tariff_16,tariff_21,MID,0.7644975504378636,0.023564533784456117,7
tariff_16,tariff_4,LOW,1.7455243860080623,3.0,13
tariff_16,tariff_4,MID,0.5186405556109019,0.40894000948511827,15
tariff_16,tariff_4,HIGH,0.07431700700493968,-0.07775929415976165,3
tariff_16,tariff_8,LOW,1.9386228455700572,2.9850168684262752,25
tariff_16,tariff_8,MID,0.7859728597164545,0.7980352610657877,44
tariff_16,tariff_8,HIGH,0.053974074604831855,0.06632789892127793,4
tariff_16,tariff_9,LOW,1.244845362066241,1.5929197088285303,108
tariff_16,tariff_9,MID,0.8086027470209799,0.9182846216787293,22
tariff_17,tariff_1,LOW,-0.2749888542131075,-0.2749888542131075,1
tariff_17,tariff_1,MID,-0.2840247096439122,-0.568731723998353,23
tariff_17,tariff_1,HIGH,-0.6666781071724359,-0.9454770147236226,3
tariff_17,tariff_10,MID,0.5478067463532948,0.5202525981985515,16
tariff_17,tariff_10,HIGH,0.194521207372689,0.24065681145372664,14
tariff_17,tariff_11,MID,0.1855766944689358,0.16070932829065177,23
tariff_17,tariff_11,HIGH,0.2611380321044756,0.22181436726197182,11
tariff_17,tariff_12,LOW,3.0,3.0,1
tariff_17,tariff_12,MID,0.7220323225179949,0.4356004960583158,4
tariff_17,tariff_12,HIGH,-0.06861693558288932,-0.1665998315084955,6
tariff_17,tariff_13,LOW,0.4980510922296066,-0.5058467233111803,3
tariff_17,tariff_13,MID,-0.047665690280856626,-0.25668719157637326,35
tariff_17,tariff_13,HIGH,-0.3074261204202863,-0.33077730590762755,16
tariff_17,tariff_4,LOW,0.776578358179806,0.237826824800192,4
tariff_17,tariff_4,MID,0.19499993857201695,0.16740790593836866,45
tariff_17,tariff_4,HIGH,0.06820211449470155,-0.16499099874928363,30
tariff_17,tariff_8,LOW,1.0122740511161843,0.6227763549525853,15
tariff_17,tariff_8,MID,0.4964726465812982,0.3364115929049932,127
tariff_17,tariff_8,HIGH,-0.05073296757969841,-0.04599114375193901,114
tariff_17,tariff_9,LOW,2.1690954603883363,3.0,4
tariff_17,tariff_9,MID,1.425157731771691,2.1187189482534587,5
tariff_18,tariff_1,LOW,-0.29571632027134725,-0.40134815485521097,4
tariff_18,tariff_1,MID,-0.6778137495498078,-0.6408433029365013,5
tariff_18,tariff_1,HIGH,-0.6419780098568909,-0.8073644521300429,8
tariff_18,tariff_10,LOW,0.6126114359902969,-1.0,9
tariff_18,tariff_10,MID,0.5651522225362997,0.496771896797239,27
tariff_18,tariff_10,HIGH,0.0013975614493127225,0.007363483411043374,67
tariff_18,tariff_11,LOW,3.0,3.0,2
tariff_18,tariff_11,MID,1.0258213973373125,0.5193532536427807,5
tariff_18,tariff_11,HIGH,0.23036117981397689,0.14291085827084996,22
tariff_18,tariff_12,LOW,3.0,3.0,1
tariff_18,tariff_12,MID,1.2489169569647907,0.5603910082623078,6
tariff_18,tariff_12,HIGH,-0.03568370124759619,-0.026749480926335743,26
tariff_18,tariff_13,LOW,1.2322815501560747,1.3972049068302277,6
tariff_18,tariff_13,MID,0.1794564457257161,0.04314603828481726,25
tariff_18,tariff_13,HIGH,-0.37346908098187426,-0.4382465286005403,23
tariff_18,tariff_4,LOW,1.8631859933790273,3.0,3
tariff_18,tariff_4,MID,0.5050393893428585,0.3497969445843717,15
tariff_18,tariff_4,HIGH,-0.15520468166792878,-0.1989751344675506,49
tariff_18,tariff_8,LOW,2.061604565593929,3.0,14
tariff_18,tariff_8,MID,0.562715860779361,0.305328412377961,50
tariff_18,tariff_8,HIGH,-0.08742692664376396,-0.04877322331828806,127
tariff_18,tariff_9,LOW,1.7208956156309159,3.0,13
tariff_18,tariff_9,MID,0.9879814926814868,0.9087197319710482,3
tariff_19,tariff_1,LOW,-0.5388546966071783,-0.5875657850269559,8
tariff_19,tariff_1,MID,-0.46013548532219045,-0.8806791697235249,3
tariff_19,tariff_1,HIGH,-0.5125228282284336,-0.30389811025419444,3
tariff_19,tariff_10,LOW,0.8488371150400869,0.5465113451202607,3
tariff_19,tariff_10,MID,0.25525580880315707,0.11728685821950059,13
tariff_19,tariff_10,HIGH,-0.0033573177347406766,-0.0033573177347406766,2
tariff_19,tariff_11,LOW,-0.22027479797848729,-0.9967208587898243,3
tariff_19,tariff_11,MID,0.31782270144522085,-0.36435459710955825,4
tariff_19,tariff_11,HIGH,-0.01092767580942502,0.1757525949764846,5
tariff_19,tariff_12,HIGH,-0.22773216001880733,-0.27416567174578144,6
tariff_19,tariff_13,LOW,1.7819050088742001,2.6756897797521875,8
tariff_19,tariff_13,MID,0.1773647252838656,0.07396956076904189,12
tariff_19,tariff_13,HIGH,-0.49950089507132756,-0.45449013350013,5
tariff_19,tariff_21,LOW,3.0,3.0,1
tariff_19,tariff_4,LOW,1.7452883456179709,3.0,3
tariff_19,tariff_4,MID,0.2035204015716805,-0.0910839317880022,16
tariff_19,tariff_4,HIGH,-0.27573343412126083,-0.2205231471198667,5
tariff_19,tariff_8,LOW,0.3361003157374529,-0.41872759377173746,11
tariff_19,tariff_8,MID,0.768894166772486,0.6888541097967849,21
tariff_19,tariff_8,HIGH,-0.2988640169770637,-0.2517899216942803,35
tariff_19,tariff_9,LOW,1.103178619591725,1.2382007320362165,12
tariff_19,tariff_9,MID,0.3933529534808704,0.5907635167567653,7
tariff_2,tariff_1,LOW,0.2255016789989217,-0.22075547834251172,12
tariff_2,tariff_1,MID,-0.5166428664933149,-0.6237915911651819,20
tariff_2,tariff_1,HIGH,-0.6968949562158235,-0.6968949562158235,1
tariff_2,tariff_10,LOW,1.6685044672382485,3.0,6
tariff_2,tariff_10,MID,0.29712716782405035,0.276872459179462,30
tariff_2,tariff_10,HIGH,0.04878511203887487,0.04878511203887487,2
tariff_2,tariff_11,MID,0.3861679369795417,0.172928173338601,4
tariff_2,tariff_11,HIGH,-0.21382639043588028,-0.21382639043588028,1
tariff_2,tariff_12,MID,0.6219702418717526,0.39457872875251,5
tariff_2,tariff_13,LOW,2.2039487064090224,3.0,15
tariff_2,tariff_13,MID,0.08017919857486348,-0.024378647199133067,58
tariff_2,tariff_13,HIGH,-0.07787106310670108,-0.2344414470661688,3
tariff_2,tariff_21,LOW,1.0237808844582619,0.49594160951362226,13
tariff_2,tariff_21,MID,-0.5220794073705212,-0.5068458524666133,3
tariff_2,tariff_4,LOW,0.8067762713817291,0.602697516526191,4
tariff_2,tariff_4,MID,0.46614815538551996,0.43841204661713623,23
tariff_2,tariff_4,HIGH,0.013995649193879706,0.13020854089690237,5
tariff_2,tariff_8,LOW,0.8651478862815364,0.501139357291331,17
tariff_2,tariff_8,MID,0.36202439207438514,0.2877625083736026,113
tariff_2,tariff_8,HIGH,0.01707504627542449,-0.050915481624801244,16
tariff_2,tariff_9,LOW,1.1061584378200002,1.300572285789347,14
tariff_2,tariff_9,MID,0.17002006827757718,0.22034521923981595,42
tariff_20,tariff_1,LOW,0.5180666842173198,0.2995211921170745,4
tariff_20,tariff_1,MID,-0.14739013537669854,-0.707492966270815,9
tariff_20,tariff_1,HIGH,-0.7459101631219135,-0.8426272066458983,11
tariff_20,tariff_10,LOW,1.8936938818124869,1.8936938818124869,2
tariff_20,tariff_10,MID,0.1663624140104988,0.5325024207364005,5
tariff_20,tariff_10,HIGH,0.08817884199812102,0.12560013170140072,17
tariff_20,tariff_11,LOW,-1.0,-1.0,1
tariff_20,tariff_11,MID,0.4323352975770276,0.4323352975770276,2
tariff_20,tariff_11,HIGH,0.047211150289629376,0.1988445522274215,8
tariff_20,tariff_12,LOW,-0.8107022336493652,-0.8107022336493652,1
tariff_20,tariff_12,MID,0.35934246359095506,0.28691457815879323,3
tariff_20,tariff_12,HIGH,-0.08093836146466928,0.02164559867890025,9
tariff_20,tariff_13,LOW,2.1512835765548792,2.583456048606844,5
tariff_20,tariff_13,MID,-0.14843866744614687,-0.0767453534009685,8
tariff_20,tariff_13,HIGH,-0.2750895522482461,-0.40669427308650696,17
tariff_20,tariff_4,LOW,-0.9852047722479302,-0.9852047722479302,2
tariff_20,tariff_4,MID,-0.3159312436761625,-0.05151974290133167,8
tariff_20,tariff_4,HIGH,-0.22055292100339485,-0.24683316900854688,29
tariff_20,tariff_8,LOW,1.7258594756830763,2.282490102742954,4
tariff_20,tariff_8,MID,0.40850721588408107,0.1371430509538073,31
tariff_20,tariff_8,HIGH,-0.05419338167221088,-0.08570907104392197,78
tariff_20,tariff_9,LOW,1.0183358624178047,1.0183358624178047,2
tariff_20,tariff_9,MID,1.9557062380978942,1.9557062380978942,1
tariff_3,tariff_1,LOW,-0.2156482084386983,-0.9773022184584621,8
tariff_3,tariff_1,MID,-0.5103536096142359,-0.8518371715089776,21
tariff_3,tariff_1,HIGH,-0.6613959525191669,-0.865104296582689,3
tariff_3,tariff_10,LOW,2.161063664596273,3.0,5
tariff_3,tariff_10,MID,0.5867005011431811,0.43448140866886237,31
tariff_3,tariff_10,HIGH,-0.21970508090225657,-0.1990418316073637,19
tariff_3,tariff_11,LOW,3.0,3.0,2
tariff_3,tariff_11,MID,0.5726726913734893,0.5957502529283172,29
tariff_3,tariff_11,HIGH,-0.1398268715406201,-0.2809015696035354,11
tariff_3,tariff_12,LOW,-0.09413677666188427,-1.0,5
tariff_3,tariff_12,MID,0.4430032981376403,0.2542320091112628,8
tariff_3,tariff_12,HIGH,0.1503428362143147,0.1255082458852413,10
tariff_3,tariff_13,LOW,0.9901687462689607,1.1281178188884806,6
tariff_3,tariff_13,MID,0.18787705183427011,0.11996581510846066,32
tariff_3,tariff_13,HIGH,-0.32009471792715577,-0.268966026082841,5
tariff_3,tariff_21,LOW,-1.0,-1.0,2
tariff_3,tariff_21,MID,-0.00962435518714244,-0.14516086091605823,8
tariff_3,tariff_4,LOW,-0.07770137324511452,-0.7415231946437112,15
tariff_3,tariff_4,MID,0.13832736258753045,-0.17500105095407523,47
tariff_3,tariff_4,HIGH,-0.41689205014670044,-0.3067208346801282,6
tariff_3,tariff_8,LOW,0.5956913310990214,-0.5190366730078207,27
tariff_3,tariff_8,MID,0.5835904652183873,0.4526683697259297,241
tariff_3,tariff_8,HIGH,-0.0795133103163595,-0.0133679830827694,83
tariff_3,tariff_9,LOW,1.0874978961765192,1.0336782019265072,31
tariff_3,tariff_9,MID,0.1684796051494107,0.26789073285922804,30
tariff_4,tariff_1,LOW,0.8492319369924403,1.0237568165865774,3
tariff_4,tariff_1,MID,-0.4786510103471447,-0.7767900074112906,37
tariff_4,tariff_1,HIGH,-0.56183698385863,-0.6396144496574253,21
tariff_4,tariff_10,LOW,1.0019041212329611,0.6276798613117597,17
tariff_4,tariff_10,MID,0.10921404311696749,0.18634621563955794,58
tariff_4,tariff_10,HIGH,-0.13202370985543804,-0.14482069556330976,45
tariff_4,tariff_11,LOW,-0.727847987403692,-0.9706662862034527,13
tariff_4,tariff_11,MID,0.3342910017780346,0.21618225500303076,41
tariff_4,tariff_11,HIGH,-0.1561757017885994,-0.20792775649497833,32
tariff_4,tariff_12,LOW,0.19784738655142414,-0.2898363479758828,9
tariff_4,tariff_12,MID,-0.3779440472667739,-0.5618771533360502,13
tariff_4,tariff_12,HIGH,0.006275465712145016,0.05672080481147407,19
tariff_4,tariff_13,LOW,1.4188297606701123,1.4839072849697827,8
tariff_4,tariff_13,MID,-0.048773552340323933,-0.18309857689558334,100
tariff_4,tariff_13,HIGH,-0.46819692422276193,-0.45517846582346094,31
tariff_4,tariff_21,LOW,0.7425128301913814,-0.3859039085225183,3
tariff_4,tariff_21,MID,0.6445437124936595,0.6445437124936595,2
tariff_4,tariff_8,LOW,0.21699317315626285,-0.5980690801229719,22
tariff_4,tariff_8,MID,0.3945054725052043,0.2921078866039747,408
tariff_4,tariff_8,HIGH,-0.13688780746636575,-0.0825442008730177,340
tariff_4,tariff_9,LOW,2.2635622813812333,3.0,17
tariff_4,tariff_9,MID,0.9905193599047654,1.1588695040189652,11
tariff_5,tariff_1,LOW,-0.3844742331013551,-0.7905438092112446,10
tariff_5,tariff_1,MID,-0.2883701393513365,-0.8695796017596817,18
tariff_5,tariff_1,HIGH,-0.7409411598010354,-0.827695199350234,9
tariff_5,tariff_10,LOW,0.1725830982895386,-0.952237251248345,32
tariff_5,tariff_10,MID,-0.21672644749524336,-0.5828544897974892,36
tariff_5,tariff_10,HIGH,0.02437242146742294,0.019398647524172318,32
tariff_5,tariff_11,LOW,-0.547432688436115,-1.0,9
tariff_5,tariff_11,MID,-0.08221422303432929,-0.8655695492372204,15
tariff_5,tariff_11,HIGH,0.04912991692481417,-0.002183138234672607,18
tariff_5,tariff_12,LOW,-0.8470778669774449,-1.0,8
tariff_5,tariff_12,MID,-0.202254464397608,-0.6832600092408445,17
tariff_5,tariff_12,HIGH,-0.7436565472889493,-0.9967709365416372,10
tariff_5,tariff_13,LOW,1.2287435092706156,1.4654374803834578,36
tariff_5,tariff_13,MID,-0.04392808222826489,-0.2043094938216972,43
tariff_5,tariff_13,HIGH,-0.4687596362538764,-0.48433611875107085,6
tariff_5,tariff_21,LOW,-1.0,-1.0,1
tariff_5,tariff_21,MID,-0.3798942269232478,-1.0,4
tariff_5,tariff_4,LOW,0.8776155983943454,0.4442498061353805,20
tariff_5,tariff_4,MID,0.3996544741088927,0.021205137373105552,32
tariff_5,tariff_4,HIGH,-0.6028171685406672,-0.5913218726558098,13
tariff_5,tariff_8,LOW,1.6935706275253055,2.8907204429982305,6
tariff_5,tariff_8,MID,-0.05881276252864044,-0.21515628772746234,21
tariff_5,tariff_8,HIGH,-0.030165039359380523,-0.0993370875373518,13
tariff_5,tariff_9,LOW,0.6380486769793484,-0.9532350234359951,11
tariff_5,tariff_9,MID,-0.40088972522955524,-0.40088972522955524,2
tariff_6,tariff_1,LOW,0.892528681060764,0.6378559463986598,13
tariff_6,tariff_1,MID,-0.594149071205518,-0.8914417838958313,10
tariff_6,tariff_1,HIGH,-0.6764484634896484,-0.9839512851313637,4
tariff_6,tariff_10,LOW,-0.08638080574612243,-1.0,21
tariff_6,tariff_10,MID,0.11066721331385102,-0.6480456128242934,25
tariff_6,tariff_10,HIGH,-0.48116648081342067,-0.5687536635984854,9
tariff_6,tariff_11,LOW,0.06785630735002357,-0.599053456243976,7
tariff_6,tariff_11,MID,0.8356863339013175,0.6127807266042405,10
tariff_6,tariff_11,HIGH,0.08334151543309741,0.22853926645869158,11
tariff_6,tariff_12,LOW,1.6666666666666667,3.0,3
tariff_6,tariff_12,MID,-0.1984072126220886,-0.1984072126220886,2
tariff_6,tariff_12,HIGH,-0.2593576358541029,-1.0,8
tariff_6,tariff_13,LOW,1.4561621157222115,2.317936091634106,37
tariff_6,tariff_13,MID,-0.34120554572033734,-0.4757494561192852,28
tariff_6,tariff_13,HIGH,-0.48046384531034175,-0.5720024977992274,6
tariff_6,tariff_21,MID,-0.7999990988920878,-0.7999990988920878,1
tariff_6,tariff_4,LOW,1.5661858282354928,2.4990538755400054,23
tariff_6,tariff_4,MID,0.06377121028399328,-0.14819650308476054,13
tariff_6,tariff_4,HIGH,-0.4795773779300855,-0.5679189336613947,10
tariff_6,tariff_8,LOW,1.0344256300962853,0.5718274188656355,10
tariff_6,tariff_8,MID,0.3035867434686156,0.45348023179363234,9
tariff_6,tariff_8,HIGH,-0.5985679098860558,-0.7397233905002651,3
tariff_6,tariff_9,LOW,0.48876572977073907,-0.2906785276857783,18
tariff_6,tariff_9,MID,-0.1287242631539789,-0.9855069728821875,3
tariff_6,tariff_9,HIGH,-0.15518819421688385,-0.15518819421688385,1
tariff_7,tariff_1,LOW,0.3862278694207857,-0.2329071477305616,4
tariff_7,tariff_1,MID,-0.4142296771230109,-0.6919621190578561,14
tariff_7,tariff_1,HIGH,-0.7715675113465105,-0.9898111801631158,6
tariff_7,tariff_10,LOW,0.15623701675405158,-0.6214685872963722,16
tariff_7,tariff_10,MID,-0.07843298416026853,-0.5195616644630527,31
