ID_NUMBER,TIME_KEY,ARPU_1M,source_rows,distinct_values,negative_values
1208,2026-05-01,12050.0,1,1,0
1208,2026-06-01,6823.35,1,1,0
1208,2026-07-01,7365.81,1,1,0
1208,2026-08-01,8052.15,1,1,0
1208,2026-09-01,7163.13,1,1,0
1210,2026-04-01,0.0,1,1,0
1210,2026-06-01,0.0,1,1,0
1210,2026-07-01,0.0,1,1,0
1210,2026-08-01,0.0,1,1,0
1210,2026-09-01,0.0,1,1,0
1215,2026-04-01,5577.11,1,1,0
1215,2026-05-01,5493.24,1,1,0
1215,2026-06-01,5280.63,1,1,0
1215,2026-07-01,6158.2,1,1,0
1215,2026-08-01,3099.02,1,1,0
1215,2026-09-01,7610.92,1,1,0
1216,2026-04-01,4124.61,1,1,0
1216,2026-05-01,4314.42,1,1,0
1216,2026-06-01,3967.61,1,1,0
1216,2026-07-01,4094.47,1,1,0
1216,2026-08-01,4107.25,1,1,0
1216,2026-09-01,4137.64,1,1,0
1217,2026-04-01,3923.59,1,1,0
1217,2026-05-01,3896.96,1,1,0
1217,2026-06-01,3896.96,1,1,0
1217,2026-07-01,4488.5,1,1,0
1217,2026-08-01,4527.75,1,1,0
1217,2026-09-01,4489.35,1,1,0
1219,2026-04-01,8650.32,1,1,0
1219,2026-05-01,4719.45,1,1,0
1219,2026-06-01,6958.59,1,1,0
1219,2026-07-01,6934.91,1,1,0
1219,2026-08-01,10182.11,1,1,0
1219,2026-09-01,5369.53,1,1,0
1220,2026-04-01,294.38,1,1,0
1220,2026-05-01,872.89,1,1,0
1220,2026-06-01,1272.01,1,1,0
1220,2026-07-01,966.99,1,1,0
1220,2026-08-01,813.29,1,1,0
1220,2026-09-01,1345.55,1,1,0
1224,2026-04-01,5018.38,1,1,0
1224,2026-05-01,5018.38,1,1,0
1224,2026-06-01,5074.46,1,1,0
1224,2026-07-01,5593.82,1,1,0
1224,2026-08-01,5618.65,1,1,0
1224,2026-09-01,3749.16,1,1,0
1228,2026-04-01,5060.46,1,1,0
1228,2026-05-01,5032.26,1,1,0
1228,2026-06-01,5046.55,1,1,0
1228,2026-07-01,5579.12,1,1,0
1228,2026-08-01,5579.12,1,1,0
1228,2026-09-01,5579.12,1,1,0
1233,2026-04-01,0.0,1,1,0
1233,2026-05-01,1085.4,1,1,0
1233,2026-06-01,0.0,1,1,0
1233,2026-07-01,0.0,1,1,0
1233,2026-08-01,0.0,1,1,0
1233,2026-09-01,5298.75,1,1,0
1238,2026-06-01,0.0,1,1,0
1238,2026-07-01,0.0,1,1,0
1238,2026-08-01,0.0,1,1,0
1238,2026-09-01,0.0,1,1,0
1245,2026-04-01,5018.38,1,1,0
1245,2026-05-01,10036.79,1,1,0
1245,2026-06-01,6725.75,1,1,0
1245,2026-07-01,6719.51,1,1,0
1245,2026-08-01,7709.83,1,1,0
1245,2026-09-01,6704.75,1,1,0
1249,2026-04-01,7514.02,1,1,0
1249,2026-05-01,7540.3,1,1,0
1249,2026-06-01,8684.64,1,1,0
1249,2026-07-01,8530.28,1,1,0
1249,2026-08-01,13401.08,1,1,0
1249,2026-09-01,13457.41,1,1,0
1251,2026-09-01,4530.11,1,1,0
1252,2026-04-01,0.0,1,1,0
1252,2026-05-01,2123.865,2,2,0
1252,2026-06-01,14.41,1,1,0
1252,2026-07-01,4678.41,1,1,0
1252,2026-08-01,3494.85,1,1,0
1252,2026-09-01,2777.2,1,1,0
1253,2026-04-01,2537.25,1,1,0
1253,2026-05-01,2585.48,1,1,0
1253,2026-06-01,85.78,1,1,0
1253,2026-07-01,3055.88,1,1,0
1253,2026-08-01,28.13,1,1,0
1253,2026-09-01,0.0,1,1,0
1254,2026-04-01,4638.09,1,1,0
1254,2026-05-01,3828.23,1,1,0
1254,2026-06-01,2803.58,1,1,0
1254,2026-07-01,3504.46,1,1,0
1254,2026-08-01,3547.63,1,1,0
1254,2026-09-01,4032.67,1,1,0
1262,2026-04-01,6215.79,1,1,0
1262,2026-05-01,4960.82,1,1,0
1262,2026-06-01,8184.66,1,1,0
1262,2026-07-01,5950.43,1,1,0
1262,2026-08-01,6377.21,1,1,0
1262,2026-09-01,8262.41,1,1,0
1269,2026-04-01,3312.29,1,1,0
1269,2026-05-01,3392.36,1,1,0
1269,2026-06-01,1345.74,1,1,0
1269,2026-07-01,252.17,1,1,0
1269,2026-08-01,0.0,1,1,0
1269,2026-09-01,2775.54,1,1,0
1270,2026-04-01,2184.15,1,1,0
1270,2026-05-01,1495.11,1,1,0
1270,2026-06-01,3279.86,1,1,0
1270,2026-07-01,1675.85,1,1,0
1270,2026-08-01,3394.28,1,1,0
1270,2026-09-01,1032.53,1,1,0
1273,2026-04-01,0.0,1,1,0
1273,2026-05-01,2514.48,1,1,0
1273,2026-06-01,2509.24,1,1,0
1273,2026-07-01,435.93,1,1,0
1273,2026-08-01,7.19,1,1,0
1273,2026-09-01,27.69,1,1,0
1275,2026-04-01,3636.53,2,2,0
1275,2026-05-01,3616.62,1,1,0
1275,2026-06-01,3387.65,1,1,0
1275,2026-07-01,116.81,1,1,0
1275,2026-08-01,0.0,1,1,0
1275,2026-09-01,6700.54,1,1,0
1276,2026-04-01,2495.17,1,1,0
1276,2026-05-01,2544.34,1,1,0
1276,2026-06-01,3123.33,1,1,0
1276,2026-07-01,3359.27,1,1,0
1276,2026-08-01,3434.38,1,1,0
1276,2026-09-01,3240.1,1,1,0
1279,2026-04-01,0.0,1,1,0
1279,2026-07-01,2509.21,1,1,0
1279,2026-08-01,2509.21,1,1,0
1279,2026-09-01,255.44,1,1,0
1280,2026-04-01,5090.91,1,1,0
1280,2026-05-01,0.38,1,1,0
1280,2026-06-01,5018.38,1,1,0
1280,2026-07-01,4794.12,1,1,0
1280,2026-08-01,5593.13,1,1,0
1280,2026-09-01,14.0,1,1,0
1282,2026-04-01,0.0,1,1,0
1282,2026-05-01,280.37,1,1,0
1282,2026-06-01,2509.21,1,1,0
1282,2026-07-01,14.0,1,1,0
1282,2026-08-01,72.16,1,1,0
1282,2026-09-01,208.18,1,1,0
1283,2026-04-01,2546.92,1,1,0
1283,2026-05-01,2537.25,1,1,0
1283,2026-06-01,3097.96,1,1,0
1283,2026-07-01,3434.38,1,1,0
1283,2026-08-01,3308.21,1,1,0
1283,2026-09-01,3055.88,1,1,0
1284,2026-04-01,3913.79,1,1,0
1284,2026-05-01,8421.92,1,1,0
1284,2026-06-01,25.25,1,1,0
1284,2026-07-01,2.79,1,1,0
1284,2026-08-01,0.0,1,1,0
1284,2026-09-01,1262.22,1,1,0
1286,2026-04-01,5037.03,1,1,0
1286,2026-05-01,5037.94,1,1,0
1286,2026-06-01,5025.6,1,1,0
1286,2026-07-01,5630.43,1,1,0
1286,2026-08-01,5590.83,1,1,0
1286,2026-09-01,5579.12,1,1,0
1289,2026-04-01,0.0,1,1,0
1289,2026-05-01,0.0,1,1,0
1289,2026-06-01,0.0,1,1,0
1289,2026-07-01,0.0,1,1,0
1289,2026-08-01,0.0,1,1,0
1289,2026-09-01,0.0,1,1,0
1292,2026-07-01,0.0,1,1,0
1292,2026-09-01,6725.75,1,1,0
1293,2026-04-01,2618.54,1,1,0
1293,2026-05-01,5063.53,1,1,0
1293,2026-06-01,5043.63,1,1,0
1293,2026-07-01,5049.15,1,1,0
1293,2026-08-01,5870.67,1,1,0
1293,2026-09-01,5073.36,1,1,0
1295,2026-04-01,33.22,1,1,0
1295,2026-05-01,2502.33,1,1,0
1295,2026-06-01,3055.88,1,1,0
1295,2026-07-01,3055.88,1,1,0
1295,2026-08-01,1892.42,1,1,0
1295,2026-09-01,2775.54,1,1,0
1299,2026-04-01,19450.95,1,1,0
1299,2026-05-01,8939.74,1,1,0
1299,2026-06-01,13599.43,1,1,0
1299,2026-07-01,10010.16,1,1,0
1299,2026-08-01,9449.99,1,1,0
1299,2026-09-01,10671.79,1,1,0
1302,2026-04-01,10490.36,1,1,0
1302,2026-05-01,7388.92,1,1,0
1302,2026-06-01,7462.46,1,1,0
1302,2026-07-01,7270.8,1,1,0
1302,2026-08-01,7660.85,1,1,0
1302,2026-09-01,15896.47,1,1,0
1304,2026-04-01,2711.77,1,1,0
1304,2026-05-01,2812.69,1,1,0
1304,2026-06-01,4131.42,1,1,0
1304,2026-07-01,4214.19,1,1,0
1304,2026-08-01,4809.04,1,1,0
1304,2026-09-01,2210.53,1,1,0
1305,2026-04-01,2453.0,1,1,0
1305,2026-05-01,2929.56,1,1,0
1305,2026-06-01,0.35,1,1,0
1305,2026-07-01,3083.92,1,1,0
1305,2026-08-01,3364.13,1,1,0
1305,2026-09-01,0.0,1,1,0
1307,2026-04-01,5580.78,1,1,0
1307,2026-05-01,5298.75,1,1,0
1307,2026-06-01,5298.75,1,1,0
1307,2026-07-01,5298.75,1,1,0
1307,2026-08-01,12843.17,1,1,0
1307,2026-09-01,7544.42,1,1,0
1312,2026-04-01,7785.5,1,1,0
1312,2026-05-01,8562.12,1,1,0
1312,2026-06-01,2827.7,1,1,0
1312,2026-07-01,3386.96,1,1,0
1312,2026-08-01,5629.3,1,1,0
1312,2026-09-01,6855.03,1,1,0
1313,2026-04-01,0.0,1,1,0
1313,2026-05-01,6448.21,1,1,0
1313,2026-06-01,0.0,1,1,0
1313,2026-07-01,5354.83,1,1,0
1313,2026-08-01,0.0,1,1,0
1313,2026-09-01,0.0,1,1,0
1314,2026-04-01,6317.3,1,1,0
1314,2026-05-01,5512.65,1,1,0
1314,2026-06-01,6038.91,1,1,0
1314,2026-07-01,6114.74,1,1,0
1314,2026-08-01,6219.18,1,1,0
1314,2026-09-01,5466.96,1,1,0
1315,2026-04-01,5850.82,1,1,0
1315,2026-05-01,5347.73,1,1,0
1315,2026-06-01,6346.82,1,1,0
1315,2026-07-01,2661.53,1,1,0
1315,2026-08-01,9126.03,1,1,0
1315,2026-09-01,10709.76,1,1,0
1316,2026-04-01,0.0,1,1,0
1316,2026-05-01,0.0,1,1,0
1316,2026-06-01,0.0,1,1,0
1316,2026-07-01,0.0,1,1,0
1316,2026-08-01,0.0,1,1,0
1316,2026-09-01,0.0,1,1,0
1320,2026-04-01,0.0,1,1,0
1320,2026-05-01,251.33,1,1,0
1320,2026-06-01,247.31,1,1,0
1320,2026-07-01,0.0,1,1,0
1320,2026-08-01,0.0,1,1,0
1320,2026-09-01,4561.67,1,1,0
1321,2026-05-01,0.0,1,1,0
1321,2026-06-01,4443.67,1,1,0
1321,2026-07-01,4639.92,1,1,0
1321,2026-08-01,1432.37,1,1,0
1321,2026-09-01,0.0,1,1,0
1327,2026-04-01,5018.38,1,1,0
1327,2026-05-01,5018.38,1,1,0
1327,2026-06-01,5869.95,1,1,0
1327,2026-07-01,5859.46,1,1,0
1327,2026-08-01,8395.58,1,1,0
1327,2026-09-01,7834.3,1,1,0
1329,2026-04-01,0.0,1,1,0
1329,2026-05-01,0.0,1,1,0
1329,2026-06-01,0.0,1,1,0
1329,2026-07-01,4054.4,1,1,0
1329,2026-08-01,0.0,1,1,0
1329,2026-09-01,0.0,1,1,0
1330,2026-04-01,7222.13,1,1,0
1330,2026-05-01,9991.64,1,1,0
1330,2026-06-01,9274.34,1,1,0
1330,2026-07-01,6902.07,1,1,0
1330,2026-08-01,4569.89,1,1,0
1330,2026-09-01,5530.51,1,1,0
1331,2026-04-01,704.84,1,1,0
1331,2026-05-01,1115.55,1,1,0
1331,2026-06-01,3049.1,1,1,0
1331,2026-07-01,4000.71,1,1,0
1331,2026-08-01,3354.46,1,1,0
1331,2026-09-01,3763.26,1,1,0
1332,2026-04-01,5328.74,1,1,0
1332,2026-05-01,5995.86,1,1,0
1332,2026-06-01,5397.72,1,1,0
1332,2026-07-01,6149.91,1,1,0
1332,2026-08-01,6186.65,1,1,0
1332,2026-09-01,5914.41,1,1,0
1333,2026-04-01,3276.94,1,1,0
1333,2026-05-01,860.64,1,1,0
1333,2026-06-01,4593.66,1,1,0
1333,2026-07-01,2745.87,1,1,0
1333,2026-08-01,5496.16,1,1,0
1333,2026-09-01,4404.7,1,1,0
1334,2026-04-01,4499.75,1,1,0
1334,2026-05-01,6221.41,1,1,0
1334,2026-06-01,7081.64,1,1,0
1334,2026-07-01,8344.17,1,1,0
1334,2026-08-01,8607.34,1,1,0
1334,2026-09-01,7434.86,1,1,0
1335,2026-05-01,0.0,1,1,0
1335,2026-09-01,0.0,1,1,0
1336,2026-04-01,6972.5,1,1,0
1336,2026-05-01,14609.54,1,1,0
1336,2026-06-01,13602.07,1,1,0
1336,2026-07-01,11293.39,1,1,0
1336,2026-08-01,7538.86,1,1,0
1336,2026-09-01,17204.31,1,1,0
1341,2026-07-01,0.0,1,1,0
1341,2026-08-01,2918.85,1,1,0
1341,2026-09-01,2800.41,1,1,0
1342,2026-04-01,2495.17,1,1,0
1342,2026-05-01,2725.17,1,1,0
1342,2026-06-01,3055.88,1,1,0
1342,2026-07-01,3055.88,1,1,0
1342,2026-08-01,3271.22,1,1,0
1342,2026-09-01,3501.29,1,1,0
1345,2026-04-01,5298.75,1,1,0
1345,2026-05-01,13131.92,1,1,0
1345,2026-06-01,5290.33,1,1,0
1345,2026-07-01,6721.48,1,1,0
1345,2026-08-01,5303.05,1,1,0
1345,2026-09-01,4196.96,1,1,0
1348,2026-04-01,25.25,1,1,0
1348,2026-05-01,3896.96,1,1,0
1348,2026-06-01,4093.21,1,1,0
1348,2026-07-01,6542.41,1,1,0
1348,2026-08-01,3897.9,1,1,0
1348,2026-09-01,3896.96,1,1,0
1350,2026-04-01,1364.46,1,1,0
1350,2026-05-01,4177.33,1,1,0
1350,2026-06-01,0.0,1,1,0
1350,2026-07-01,5298.75,1,1,0
1350,2026-08-01,5298.75,1,1,0
1350,2026-09-01,0.0,1,1,0
1352,2026-04-01,2871.66,1,1,0
1352,2026-05-01,3589.33,1,1,0
1352,2026-06-01,3384.92,1,1,0
1352,2026-07-01,3092.05,1,1,0
1352,2026-08-01,709.36,1,1,0
1352,2026-09-01,1961.43,1,1,0
1353,2026-04-01,0.0,1,1,0
1353,2026-05-01,2708.66,1,1,0
1353,2026-06-01,0.0,1,1,0
1353,2026-07-01,0.0,1,1,0
1353,2026-08-01,0.0,1,1,0
1353,2026-09-01,0.0,1,1,0
1356,2026-04-01,5686.13,1,1,0
1356,2026-05-01,10798.08,1,1,0
1356,2026-06-01,5515.38,1,1,0
1356,2026-07-01,8820.1,1,1,0
1356,2026-08-01,5916.42,1,1,0
1356,2026-09-01,6232.77,1,1,0
1360,2026-04-01,0.0,1,1,0
1360,2026-05-01,0.0,1,1,0
1360,2026-06-01,3905.38,1,1,0
1360,2026-07-01,0.0,1,1,0
1360,2026-08-01,0.0,1,1,0
1360,2026-09-01,4201.76,1,1,0
1366,2026-04-01,33.94,1,1,0
1366,2026-05-01,2.61,1,1,0
1366,2026-06-01,1269.25,1,1,0
1366,2026-07-01,1601.9,1,1,0
1366,2026-08-01,1745.4,1,1,0
1366,2026-09-01,1384.49,1,1,0
1367,2026-04-01,11214.42,1,1,0
1367,2026-05-01,6107.02,1,1,0
1367,2026-06-01,5354.27,1,1,0
1367,2026-07-01,5915.6,1,1,0
1367,2026-08-01,56.08,1,1,0
1367,2026-09-01,4177.33,1,1,0
1369,2026-04-01,12279.63,1,1,0
1369,2026-05-01,6308.04,1,1,0
1369,2026-06-01,8803.21,1,1,0
1369,2026-07-01,8691.83,1,1,0
1369,2026-08-01,5705.25,1,1,0
1369,2026-09-01,7821.96,1,1,0
1370,2026-04-01,0.0,1,1,0
1370,2026-05-01,0.0,1,1,0
1370,2026-06-01,0.0,1,1,0
1370,2026-07-01,0.0,1,1,0
1370,2026-08-01,0.0,1,1,0
1370,2026-09-01,0.0,1,1,0
1371,2026-04-01,1170.06,1,1,0
1371,2026-05-01,3922.21,1,1,0
1371,2026-06-01,4980.45,1,1,0
1371,2026-07-01,2254.02,1,1,0
1371,2026-08-01,5198.9,1,1,0
1371,2026-09-01,8899.95,1,1,0
